"","X2019_12_18_14_35_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_19_19_48_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_20_14_15_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_27_12_29_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_15_06_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_18_18_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_02_17_38_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_11_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_16_58_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_20_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_04_23_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_10_03_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_14_59_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_06_20_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_08_16_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_09_11_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_15_13_56_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_20_15_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_05_20_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_10_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_11_10_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_12_05_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_00_26_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_03_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_17_13_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_01_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_18_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_28_12_27_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_01_23_00_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_06_16_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_07_18_15_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_11_11_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_04_11_39_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_15_13_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_18_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_21_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_14_46_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_17_28_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_20_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_15_10_30_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_12_33_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_15_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_14_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_17_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_26_14_20_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_27_13_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_28_04_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_10_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_02_09_41_Q.Exactive.HF.X.Orbitrap_6070"
"AAAS",28.3492945264626,27.657377878746,28.3521604460981,26.8255374387913,27.4036501194578,27.8912807745029,25.4982619717808,27.3518656876864,27.6197489279111,27.299813095701,27.594343741262,22.6656386562164,24.6159946070408,28.2651264760363,25.7336066494261,26.1674104888447,26.0189253261566,28.7354413669448,28.1569206301003,29.2155829140622,29.1558114767042,29.2549611578001,29.605637223052,27.711616145386,28.4351558256199,26.6912570577515,29.1691848658208,27.7017368894276,27.5958380616431,26.0886324964671,26.8907591194333,27.69889231475,26.1266995896352,27.1375084017951,26.8438591526753,26.8532905163338,26.2026206741053,27.2026580355898,27.4293405869142,27.4939636516101,27.3959101020853,27.7212326215116,27.8075328885551,28.05149531985,27.3245728262225,29.119440216121,30.0802993484974,27.2981530679159,27.1210966535569,29.0378697726419
"AACS",26.1331632262916,25.0186494701576,23.7404684085819,NA,26.9484882577321,26.4810221204953,NA,NA,25.62377256094,NA,27.6122445542966,NA,NA,27.7352476689373,25.4415177156285,NA,23.9346310435584,25.2573147493385,27.4893768682609,27.5565467488932,27.5822613364956,27.3941935322429,27.2861265161387,26.2834618675493,26.6243584042968,25.3309789529022,24.7720318031937,25.9525373998504,25.2574945983783,23.8058737353064,24.5772125927217,26.3444178252343,25.320171426936,25.8749742207044,24.719157749153,25.4208224746059,24.8625896878356,23.8850200706904,25.1542185917757,25.6057184565769,25.5515097279631,24.9159756346348,24.7139247097874,25.6083437204976,26.8004528423529,27.0614697516892,27.3729358477839,NA,NA,25.9891271478811
"AAMDC",NA,24.2362256255101,NA,NA,23.864385672066,26.3475468948584,NA,24.4330714082223,23.5203731363397,25.6603598221881,26.2114483973741,23.0811206070147,NA,27.0554830283262,NA,NA,NA,26.6481479901205,25.8402614075667,25.7972647285722,25.5161703511934,26.0576121932844,26.3765668561875,NA,25.5199534083475,NA,23.8768016924591,24.6485046073615,22.9211799183921,22.7510323906075,25.0524181337383,23.31686154297,NA,NA,25.4597022626727,NA,23.1611103496945,23.2341508350918,23.1420821211246,25.8524096847014,NA,24.124709488469,NA,26.0303165568397,25.5186034549965,25.989062165033,26.7597685370518,23.0023356964452,NA,25.1201673049379
"AAMP",26.7769331630711,26.2707059542438,27.0978823172141,26.2563431769104,26.9816348676305,27.8494179870049,NA,25.2752251107056,27.1355527351802,27.7327919072104,27.911536727468,25.7800913625872,24.7653694716856,28.7330506053849,25.346752584878,26.8768953465888,24.9818525836259,29.1328838655094,28.5941657428359,27.4540324048164,27.2509697361825,27.3478171985075,26.4307447629669,26.7619253167434,26.7457344279321,25.8306716764483,26.1463150920066,26.5824767016154,24.8688187877062,25.7992920971768,26.7399536199803,25.7907678784606,25.8009711714722,25.7224187857963,25.2818890047112,24.5340373270082,24.8217720359998,25.2933018433206,25.125734437854,25.6173966158982,25.7405970770361,26.0780812417003,25.8569983905679,26.3751586456237,25.2040770555197,27.998626408807,27.6008788555266,28.3184657163187,27.968016954765,26.9436902420364
"AAR2",27.2478048393395,27.2106683714579,27.3774111232135,NA,26.5197884817922,26.9169551460962,NA,24.8458938994095,25.9712772591208,26.8965447184643,27.8280220758146,NA,NA,28.1668648238913,25.5730278953833,25.9861349032765,26.2542178314552,28.2105754831315,27.0773479061653,28.9291714798126,28.6819070895689,28.7549995031097,27.8982182114295,28.0058170926712,26.2237245242834,23.9687750565026,27.3527918685493,27.2479858777437,26.8784163747117,24.384361656048,26.8819203313585,27.5225298106668,25.2360431052309,26.5131909742874,25.6558641258288,25.5956815863551,26.8379781864182,26.414658786775,26.0663645007106,24.8574256096339,25.8932150472174,26.7263743005708,25.6927740453993,25.5364108644019,27.2628438364708,28.294432918465,28.0228981629484,NA,26.7071459302548,28.0879550727819
"AARS",32.1949258077983,31.979169664578,32.8845281695682,31.9264169636847,31.8438217223682,32.2737265955684,30.2256148825957,30.9793059736333,31.4153843465884,31.4546403962646,32.2067036913095,30.259008937049,29.997657759782,32.5543067871953,31.1272483548202,31.4499758459955,31.4226199456883,32.7057173092771,32.3829857657281,33.6561890005878,33.4597784659469,33.7926554753196,33.9623219060934,33.848381067034,32.5842343144185,32.7405327442434,32.4325846768918,32.3741492729634,32.0644859452993,30.5503211228609,31.5193929560749,32.387178341115,31.4715512652891,31.3765834151926,30.941956804636,31.0486921550285,31.7138296855904,31.7661976276368,31.9825055345494,32.5618812045177,31.6795517096261,32.3678376587786,32.3937640704617,32.5998552605373,33.1714952176978,34.447699476453,34.6217848497462,31.3981039275194,31.9580228493501,33.22043464349
"AARS2",27.1525755960734,26.5302017537078,27.5145008523124,26.1568820651625,25.3421132000782,NA,NA,NA,25.3596439439262,25.4369196574028,26.2069667904904,NA,NA,25.2921786590362,NA,23.8831563641389,25.2182279744,26.5363663964795,26.1821133377632,27.9844626160716,27.9772190348969,29.1403150361853,28.4318527778108,28.9537699079357,28.0198798052128,26.9668625567969,27.5374924949387,26.9853315786282,26.4957790438087,NA,NA,27.715810791382,26.0956709818059,26.141587204687,26.3035455438188,26.0261424673042,26.388292595598,26.6769403745901,26.5336215561873,27.6928538426858,25.8222098132876,27.0148883270899,27.6191892014091,27.5011963657157,28.1245024391447,29.0876769336479,28.7850028929577,23.9173422114547,NA,27.4554441206527
"AASDHPPT",27.8720877266909,28.1914530360597,28.4756443218775,27.6349184844906,27.4164317336465,27.4040563407869,23.8013412925756,24.8929603811153,25.1190592137809,26.8134778583714,27.2762195584726,NA,24.1740186430019,27.9790197097406,24.365462753815,25.8101467896007,27.0883089905073,28.1027453669759,NA,29.300642393855,29.0282310216614,28.8250217951579,29.4809489565381,29.9583686286679,27.7861876532852,28.2362165000446,28.0551209644976,27.6148439422323,26.6166677413308,24.9110452120013,25.9162718361493,28.1789264854553,27.6268664704815,27.4863108910345,26.4189102045746,26.2426720110476,26.211077009059,26.6345031013002,27.6885918158316,28.1189206425247,27.1580770991329,27.8071029208974,27.1525755960734,28.505707931006,28.3885389504452,30.0149149232432,30.3160285669292,NA,26.2193178813939,28.7585618719681
"AATF",28.602543415295,27.941900852609,28.7708668540015,27.8508490547388,27.4741361770884,28.0810616708617,25.1304162813625,25.3238172907033,25.7500101450883,26.2007513651796,26.386402476223,NA,24.3238172907033,26.7114848659792,26.1787555623996,26.2333939630143,27.1900874940355,28.1679176764192,27.8341848665818,30.1409000805639,29.879833582052,30.0007497784785,30.1804449121613,29.2930079694033,28.410095528723,28.2597946881119,28.534749798338,27.8744349085978,27.8374970474973,25.2158976159015,24.2190408644432,28.6007016616232,26.7546810062894,27.2666909062372,26.8252948059214,27.1301609423214,26.8949270881032,27.4144168523926,27.2327903746573,28.008971811324,27.4119144852095,27.2170632656738,28.0662515740117,27.8455350349225,28.4088006518709,29.8254767843993,29.1138884270856,26.3569439471882,28.1248475048456,28.6756960195619
"ABCB10",26.1102832104996,25.7348989469748,26.7868108207783,25.3460424057551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7955565619964,NA,NA,27.7124691704732,27.3484927361451,28.2093673903345,27.8246880451601,28.1782616709024,26.5115180220819,27.2662440992588,27.9138776994539,26.4357599027113,25.8542897279916,NA,NA,27.5167564735363,24.6404179464294,26.0089397641344,24.9542027014699,25.4236781219768,24.6757296648946,25.154952502708,25.2963510875424,25.8835526032776,25.6285639062791,27.0477045595304,25.9881087468277,25.7787136336199,27.0497829219743,28.3106869679217,29.0021993996084,NA,NA,27.1601948876562
"ABCB6",24.4716578513067,23.7750499947566,26.8524573109737,24.0470180423419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6388845579657,21.823648677957,26.3202058649629,24.1609257654539,27.4255040549047,27.7320802479458,27.3384963359144,27.0066732915337,27.5993188017546,26.224718306066,25.8672168923916,25.8471611728192,25.666251096431,24.8543372922413,NA,23.4488442625338,26.5157794706322,23.0237590901663,24.7022390687286,24.864338437956,24.7806170576705,23.1920007730723,24.3915902606988,23.3778247992137,26.5311839179458,NA,25.6407213262267,24.134143011886,24.687577731486,26.6308980949973,27.2584474241626,27.6693905094683,NA,NA,24.1435930984533
"ABCB7",NA,NA,NA,NA,27.907989490095,27.5683381770586,24.9367888827355,25.7919603321982,27.4294204062753,27.0370580856493,27.637339172344,24.8486183562077,25.6131021674261,28.1196133657459,25.9695656946937,26.7259844356743,23.7127184210344,27.8263863326321,27.1915942252856,26.7270238413683,NA,24.1154520283564,NA,26.1565927952647,24.9321094785504,27.3299702485681,NA,22.1705693720576,25.0076572924597,24.9063272998003,26.0840765176891,NA,29.9383154017648,24.232131626498,NA,24.0604393287893,NA,NA,NA,25.0763899345285,23.5947993171845,23.5416780165406,25.3353134748032,25.6423474572705,24.8182162586546,27.6163171897458,27.3906722654596,26.9770552256836,27.6715516484039,25.7110646915827
"ABCC1",26.3212042103153,24.1186236592922,26.7471439981867,26.0215962778019,28.9771917346529,29.2891425660771,26.103776031443,25.7456831448722,28.7766822159421,28.3660717023722,28.6847184481218,25.5063966929116,25.731432980206,29.5351392823236,26.9174105063275,28.2661547212555,25.8164106631236,29.5664159132542,29.2054107815186,28.2183111319111,27.8032274346067,28.474871111236,27.4945741223866,27.9043760830109,26.5740246657541,27.6719565017925,25.6540345937953,26.0858601251598,26.1625784913678,26.3758380717377,28.2399075994636,26.8366546680859,25.4024632981353,25.5504825958435,25.0069300521384,25.2740166447224,25.6090768115889,26.1142410058138,26.4447434539278,26.5044127739494,25.6214547537462,26.3765668561875,26.427711307252,27.3853330514823,27.4102977482881,28.640204163258,29.0174658738264,27.954213797033,28.5514217167153,27.7893008024818
"ABCC4",NA,NA,22.959129604462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6721723771544,NA,NA,NA,NA,NA,24.5768090819694,25.5594088343682,25.3372206306045,25.7375574370368,NA,NA,NA,NA,NA,23.2126881418748,NA,NA,23.6551271307963,NA,NA,NA,NA,NA,NA,NA,23.8052833540238,22.0996328978001,NA,NA,23.2358021430996,NA,25.6964666921389,25.1379773675726,NA,25.0366599302732,NA
"ABCD1",24.8653772313143,26.6564916395908,26.0913995504321,25.2399804150413,24.7930773631445,26.2242767097844,NA,NA,NA,24.559058679832,24.5068203830108,NA,NA,NA,NA,23.3544743119364,23.7481682758591,26.8052587495599,NA,27.7745474011125,27.9883688324676,27.843080402245,27.3876354436008,28.1161464186669,27.6128772690385,27.4058423570467,26.0695433511248,26.597757059197,26.4138199073931,NA,24.9459684994523,26.7654706459933,25.4320201017676,25.810563594051,25.8831796753363,26.1621558812041,24.9386743480976,25.3883418699329,25.7035861600134,27.0728582935316,26.2201855235583,26.5226345668768,26.3621047530607,26.9350583721469,27.5647091188466,28.5037003207108,28.7985074479041,NA,26.4535929224471,26.3102015680644
"ABCD3",27.8356913460965,27.6893919055319,28.4018613855215,27.3741803730135,28.612033587704,28.7925313671823,26.0531642481275,25.8195567929029,28.2936877360498,28.2774173128302,28.7039491312183,25.9726362864109,26.4418817627622,29.1609161510442,28.3023867280649,27.3294570774549,27.1932874191121,28.7944848312941,29.5386214150393,29.3308251283282,28.9418728757817,28.6557413194656,29.2340704134365,29.6384616839687,28.2836561473144,27.8109680244223,28.3644862313481,27.5863477862837,28.033964254117,26.2858796695232,28.3075202602537,28.1465190346398,25.9139917961,26.1347893060595,26.1529816867243,26.0983442592065,26.3982120019718,27.0012062978024,26.9144480924717,27.8441585601768,27.839120248673,27.2727537828926,27.4813147392256,27.0201978246213,28.0407723963912,29.3930480166103,29.6767722812113,27.0871963851695,27.7728498537481,28.1222328089953
"ABCE1",29.5379182570905,29.2280489201364,29.503207461034,28.4005590937177,31.3196935144612,31.2510148987313,29.846267621685,29.9247900366931,30.812376517687,31.2256148825957,31.3642148577622,28.6590466203189,28.9545188915819,31.8441959817459,30.3683841982578,30.3650496903589,28.263918469698,31.9739119491179,31.5860255923254,31.1362619706847,31.0372806904311,31.5801957887593,31.6842000975473,31.4979556450843,30.3071510818147,29.9670550206163,30.4494347646394,29.7948411307063,29.354705494541,29.0927256520018,30.5863835811711,30.1265715964355,28.894695849917,28.7647749292946,28.2717747492359,28.5252584717988,29.1195391613084,29.4648593619671,29.6472045868964,30.1678219942968,29.5775331592042,29.4775562380521,29.5098846462959,29.8778608003404,30.532875095446,31.7732508437097,31.8852557745065,30.4582634148661,30.8907736123991,30.6268838723721
"ABCF1",30.8263105588439,29.9589217032543,30.9018902007898,29.4465192730954,30.9017463771389,31.1587633142583,28.9117367148991,30.2918669959422,30.6945318878816,30.376065856428,30.8973528539863,28.4033656964558,29.2570989008917,31.0647750142682,29.8067035504418,30.4252239082878,28.9077889825096,31.294498651379,31.6250990857988,32.154755783607,31.6765285110186,31.8343205141743,32.1075546671911,32.242692451596,31.151463095861,31.2905493658567,30.8674702515918,30.4863492559919,30.3158126915673,29.0845631748166,30.6072610251265,30.6190317391957,29.4601398881949,29.195964251876,29.1526239461929,29.5015570513424,30.1129693310635,30.0900520319783,30.1549669840358,30.7503903772417,29.6140189683141,30.5862940922873,30.721672658863,30.7588318715362,31.2280833346138,32.1504042148633,32.3471783133597,29.6861387772726,31.0588536165394,31.2218754655821
"ABCF2",31.4467755997329,31.4189061845314,31.7567658835722,31.1249707225969,30.693784485052,30.7474321497921,28.375879489811,29.2205499622256,30.4030405729206,30.5640185645809,31.0274929893227,27.4682431868939,28.7528642305607,31.5542610374596,29.3658423341177,29.9474017335935,30.4307168523261,31.0607871788029,31.4190066822529,32.8094278254545,32.6124335190091,32.820901406939,32.4682286184597,32.773368760726,32.0431933163614,31.68327998472,31.7064379721827,31.1140870735864,30.6110486688296,28.6528044998959,29.9219562211269,31.8165403631218,30.2368323394586,30.0993630213027,29.812422423672,30.2319211296524,30.4627550578771,30.5750640402469,31.0205555126817,31.8812493985886,31.2763637852635,31.3039983616583,31.2070529275835,31.6293614981247,32.0876516456129,33.4160138770958,33.4067953470664,29.2512858443389,29.8512959724465,31.8484556904779
"ABCF3",28.8346972461365,27.216508311811,28.2224168426662,27.1100840395128,27.6361639169566,28.2648133863206,23.1967503906656,26.8557872490727,27.8067957226677,27.9809815224427,27.6286751438011,23.8013412925756,24.9661804782833,28.1952603035962,25.6033431373662,27.1244531373065,25.9141971473268,28.4624820528539,28.3049122723646,29.1224303099424,29.7041800653559,29.6615461191145,29.9569850138684,30.0320995093547,28.411995274516,28.5306631565485,27.5679031717664,28.1319767953501,27.5158546481962,23.8865093044133,26.5555085704975,28.6756623734446,27.0556898811534,26.7198627574673,26.3665803527441,26.612033587704,26.0134194583871,26.8882060870023,27.2980656450987,28.4212961329423,27.292020641093,27.9627872999349,26.8159222761722,27.3174309699656,28.4711151495626,29.594343741262,29.4383125133141,23.6595979024234,27.8418815032348,28.4911368592469
"ABHD10",25.9039395675602,NA,26.5393279285644,25.1682142506774,27.6766714157823,27.3477327340573,25.5300826580486,24.8586590878762,26.4011289910354,25.8484512131801,26.5122115529959,NA,23.5202532265162,27.7631291731024,25.9228863262244,26.4676991988842,25.3249847697957,28.3112068580322,27.8883803009869,27.9807092079322,27.9635040574652,27.8081469058613,27.8025496935488,28.8236863316624,26.6482851610301,25.9542470832102,27.2842741362041,25.8938862242665,25.8876949379181,24.8504794982085,24.993690281232,27.3580010695111,25.0910766644236,26.2343262849622,25.3060864503705,25.5319572736549,25.0808685872898,22.4041603150611,24.6563825263673,26.2331196359748,25.1718065635675,26.7172498887989,26.8780655105275,27.0361149079476,26.6430634759743,27.9870679351379,29.2117593615411,25.624525744427,27.9856030221257,27.718099590286
"ABHD11",25.7140557673761,NA,26.0455398817297,24.7881559446254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4958857604788,NA,NA,25.6250555268235,24.6772899460956,26.5944861241923,26.7405970770361,25.0542412881483,NA,NA,25.819946532731,24.0770014792118,26.3227691887881,25.2495237876366,25.0760636713376,22.6645106524582,25.0034170290706,25.779089508384,24.0878842788169,22.8794965005623,23.3887688436878,22.5060576512205,22.9999642271651,NA,24.7120886523634,24.1168801251919,NA,24.3519835982779,25.0627464548247,NA,25.491458017199,27.38574446251,28.0281783175848,NA,NA,25.9952872094764
"ABHD12",26.3894583036966,NA,26.4791726297723,NA,25.0102637882742,23.5141245723382,NA,NA,NA,NA,25.3496910369715,NA,NA,24.0638986357514,NA,23.5888655793152,24.8074469052745,NA,NA,27.0978823172141,27.8124989304011,27.3165681140542,27.8102326121261,27.7682501626513,26.8864627891212,25.2780645734096,26.8911069104368,26.4348218849976,26.0352550310998,NA,NA,26.8619511021861,26.023733713912,24.4365702404264,23.698269729734,24.7388204380555,24.4460064831535,25.1618484505831,25.5965064467659,26.637684653569,22.8241538845168,24.8116663190461,23.8395167535609,26.1236640786742,26.0771848920788,28.2943014436515,28.6738780054082,NA,NA,26.3740808504932
"ABHD14A.ACY1.ACY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9090774738643,NA,NA,26.5742845795864,NA,25.7162034148817,NA,NA,NA,NA,NA,NA,21.8819996558235,24.3276595397185,NA,NA,NA,25.9591207582124,NA,25.4082418773568,NA,NA,NA,NA,NA,25.6214547537462,26.6843171607313,NA
"ABHD14B",29.0205422665571,29.3390275470435,29.3436726140017,28.529323192018,29.1967147516378,29.4890705635801,26.8812202205194,27.3418927121305,28.1819143656,28.0899762913407,29.0145691350002,24.0163982121475,27.1159480555371,29.726195625571,26.2903691962374,28.347014586503,27.745093258622,29.3561547955753,29.2461064985548,30.1325897430761,29.4588305235111,30.2372883473773,29.9196851540843,30.3201240733067,29.6283448823398,27.2565591384457,29.5904583877713,28.6500329478603,27.2586271320653,26.2200932459992,27.4669217171663,29.4289813451298,27.5842701617813,28.0753599151576,27.6060433449444,27.4711926908832,28.4522658152043,28.4080717725824,28.3635257570109,27.8990254103384,28.3949703287414,28.7953212211636,28.3186811950939,29.159978438306,29.6609513930179,30.7575608444921,31.0066465430092,27.8409816747014,26.5172372166477,29.0827627378311
"ABI1",26.3212558300817,NA,NA,NA,NA,26.5101903376069,24.1819238410872,NA,26.3685965120395,26.951715142436,25.8116908144753,NA,NA,NA,NA,27.4155455325604,NA,28.0861335517784,26.4183955479656,27.9183207958385,27.7889897896881,26.8088220232008,27.0248540732021,26.4466375833564,24.7216107357952,26.3708260005006,27.4892237240496,27.1752186112211,25.3009652547194,NA,NA,27.3978693985035,25.4931696532187,26.3781721954104,25.6740329625779,26.1899932710631,25.7298783517788,25.5145760965319,25.8634879594242,26.8432601511965,24.551803060018,NA,NA,27.1006918508009,27.0893197058638,28.2917572393869,29.2269931440245,24.6805127666939,NA,26.2091256503308
"ABI2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9645730184614,NA,NA,24.5073044479538,NA,NA,NA,26.3245384922813,NA,24.2333025264636,24.9200714877906,24.7608600168178,25.8658727554948,24.9156565803633,NA,23.3071641132504,23.9539363823526,NA,22.5009624413603,25.10185419945,NA,24.7377894997231,NA,23.0297859793057,NA,21.7383875336826,NA,NA,NA,NA,NA,25.5200433603406,NA,NA,NA,25.1531363578626,NA,NA,NA,NA
"ABLIM1",28.909935829228,25.7192361004256,26.6051249933143,26.943913759744,25.064351026623,24.655673089191,NA,NA,NA,NA,24.8993827398993,NA,NA,NA,NA,NA,27.2516921673648,26.2784722871443,25.8702307491678,28.283788595792,27.1336923931546,27.3865669327682,27.9391004809062,27.6807005425146,26.4421824280783,30.2984371554913,26.4566978205281,25.885951021901,26.1784706456324,NA,NA,29.8847464895829,26.260674221536,25.1378992171952,25.2086978572246,24.7653188818709,26.2334488221632,29.6559118810359,29.7544261581981,27.2689228678211,26.1537162269901,25.3723214863201,27.4873080485047,26.1367655607392,26.5186334676873,28.5947708479037,30.7271212472698,NA,NA,26.6444394370141
"ABRACL",27.8905272121766,25.6557549651333,26.7763057133849,24.6509163165132,NA,25.8483556941838,26.1674487733735,27.7276081781539,26.4434951265326,27.016589493228,27.1848015078622,NA,25.762457671866,28.1564384942669,26.89642923357,26.9536034143069,25.5586208671171,28.5902442109537,28.260288369828,29.2322643152483,28.6305509845751,29.0174924225054,28.9741855495437,29.0013136931232,26.7830677717854,26.1496522400966,25.7996132477964,25.6317585686357,24.6228793895505,26.0807262986468,27.9194010191664,27.0270710869828,25.3292346466056,25.4556008927301,25.3010001542693,24.9282284735662,26.0047461290403,25.9947910562094,26.4038126217153,27.1425807628097,27.1472471659321,27.3510231888066,27.3263742115895,27.3361141061377,27.7950734524899,29.6831461012278,29.8441735289209,28.2350296977545,28.231463421831,27.8167158210326
"ACAA1",28.7606570133291,28.9871221626198,29.0688671502453,28.5087330049335,27.2921962155171,27.6672938144007,25.7285815471603,26.9687311194516,27.6406523818745,27.3774111232135,27.8992559556693,22.6965728155742,25.4660971288332,28.7388590839155,26.4895299962174,27.7904198937138,27.5188585429691,29.0295216704672,28.0406156470249,30.2551863326158,30.3554198248315,30.9730908363803,30.0161112429661,30.1497685130189,29.0851459334708,29.1318541745485,28.9785288394499,29.1185741561426,27.9851143870522,25.931298038641,27.2650817530938,28.9884771876474,27.5628911606926,27.8559654218956,27.2610510003498,27.2266487020888,27.7623689596527,27.8898892749383,27.7762429534048,28.3265885124828,27.7502146521467,28.3912460809327,28.4715415752606,28.4593192314149,28.8896572278043,30.4674271279407,31.0309821346118,26.9042612233284,28.2359427092339,29.3993575011892
"ACAA2",30.4595342104581,29.7854083152003,30.1457662460371,29.5272363258616,30.0403543602288,30.5274787063106,28.6874242224036,28.9769460092075,29.7048726460561,29.6587743045234,30.1113532837159,27.696241153916,28.4352353239002,30.9667113172101,29.0629368338786,29.8348479113803,28.8178443443936,31.0475875626493,31.2384277369808,31.4529727106544,31.1588836692297,31.4412940976642,31.1630297791584,31.8495372968827,30.2214721804214,30.2128031539712,30.3545793995309,30.1103578925313,29.7685499041029,28.2628438364708,29.2177566579431,30.5300863799368,28.8737898141601,29.5165498550147,29.1447700187168,29.0469244010453,28.7248467275901,29.3472892145454,28.8449367290039,30.059305012913,29.3477960828585,30.3402167506714,29.8421213627542,30.2490942425336,30.762083776301,31.9991373781532,32.0715674970268,29.4957561749237,30.6617839409238,30.6314879911174
"ACACA",29.996715393744,29.9151322665475,31.0831559827372,29.801131568942,31.6184192227173,32.0675984187097,29.6884083994316,30.3612891334927,31.3086706223232,31.4819786865851,31.903148046509,27.8837856342975,29.1921823650425,32.1240155096474,30.4514013612374,30.9835251791186,30.0915660102975,32.8367299005341,32.0587246202016,31.8519958652873,31.569687671076,31.7880330050583,31.8460284505815,31.7936634583521,30.6639056140626,30.1927232419397,30.7750185877829,30.0462218975173,29.9707618091716,29.9526873557374,31.429669813319,30.2787469857731,28.9725979443219,29.2301581573065,28.8363837987844,28.9908319016235,29.2828170244653,29.6397385580268,29.5289880063341,30.8308499564981,29.5914396248911,30.0863866783763,29.8919470593844,30.3210923611516,30.6745516111358,32.3614198727873,32.3665876476539,30.1567760062677,31.6836564654438,31.9301942551158
"ACAD9",28.5422612502645,28.4366655443586,28.906929348512,27.8939440697404,29.0451544783513,29.741561724836,27.1115771521181,27.670403946446,28.5279819817811,28.5545721070568,29.197816340828,24.8116663190461,26.945812263381,30.1700927321037,28.0736245568718,28.5870635153458,26.8833195346114,30.5338034706652,30.0123860969325,30.291427919612,29.4750837854763,30.1231213504159,30.2617011609064,30.519814721369,28.445177744955,28.755540786388,28.709185540503,28.246219783495,28.3862791215104,27.1999468170758,28.6519496505287,28.8285063845065,27.2756869038456,27.5717411881931,26.7151561813426,27.4275834427619,27.7277379986382,27.7763057133849,27.678015708687,28.2401806389321,28.8763391860557,28.4722778319956,28.466688390924,28.37484368109,28.8488212895686,30.6714335447617,30.908061093194,27.8852412260033,29.4545227404954,28.9218994880004
