"","X2019_12_18_14_35_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_19_19_48_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_20_14_15_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_27_12_29_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_15_06_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_18_18_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_02_17_38_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_11_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_16_58_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_20_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_04_23_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_10_03_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_14_59_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_06_20_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_08_16_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_09_11_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_15_13_56_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_20_15_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_05_20_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_10_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_11_10_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_12_05_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_00_26_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_03_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_17_13_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_01_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_18_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_28_12_27_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_01_23_00_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_06_16_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_07_18_15_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_11_11_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_04_11_39_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_15_13_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_18_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_21_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_14_46_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_17_28_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_20_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_15_10_30_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_12_33_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_15_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_14_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_17_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_26_14_20_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_27_13_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_28_04_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_10_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_02_09_41_Q.Exactive.HF.X.Orbitrap_6070"
"PREPL",27.4452172194756,27.9701035202332,28.9344398292556,28.2511503778957,28.9537699079357,29.6087244104438,26.7456062168642,25.7837921855898,27.8727335824878,28.4515192718288,29.3990926089102,24.814553912493,27.0012062978024,29.7611961785242,27.8810451397108,28.5922063093323,27.2068550374081,29.8930037932883,29.386813582441,30.1871873191638,29.5845748284081,30.3109469363954,30.2665122000508,30.3949907651074,29.0041567599924,28.6548199383809,28.4561886363418,28.1947438564667,28.1012931825391,26.2171927241981,28.3780315927411,29.3484505243086,27.4181220619487,27.5854168073463,27.2067619032264,26.8259013116019,27.5856317019682,27.823716696838,27.8245059671589,28.0896732890208,27.9407813561294,28.8349684322476,28.107093170414,28.1600986919541,28.7164651045325,30.3632750932902,29.87859177481,25.1324181439614,28.689325248335,29.0984597215972
"PRIM1",27.1916883437605,26.3288410310737,28.034384145717,27.0277038942337,28.1745520854339,28.3808823205639,24.063404956595,25.6481479901205,28.0740330643013,26.5087707782468,28.3211353810869,NA,26.8461330928181,28.7840044448598,26.8093128192732,25.6376017456199,25.842924601703,28.7524814597589,28.2535868298339,28.7348279006842,28.0208336532085,28.7881185970041,28.9240254548864,28.962952737128,28.1595213830065,27.416270646661,29.863251626384,27.7179688995494,27.1976054633195,25.7258024626616,27.6143525252165,27.805689267107,25.8253190710447,25.7413431278589,26.3710587334685,25.7488080803136,26.3676137780781,26.3068339472605,26.8161664903142,27.6901249315044,26.6988260950708,27.3963185083275,26.9777103509689,27.42085459195,27.2239822371517,29.5266768308997,30.1484356573032,26.4503239983214,26.347800306013,28.3907132598487
"PRIM2",27.823777425272,28.2673608573541,28.8256890636157,27.536010603749,28.3114667328489,28.7362804245921,26.6345031013002,27.2575485487186,28.5206204188795,27.9508256880053,28.3461269692228,24.3465835263169,25.6254457683502,28.6946149087443,27.1151543301662,27.7928416175095,26.7105655754937,29.5364923853667,29.0817220245704,29.7593717191288,29.4693111379686,29.8582500220738,29.8102479370398,29.9048354303175,28.2630229976062,28.2955280762149,28.3832330283614,27.8462526746526,27.2625750530437,26.4148684304269,27.8428407021338,28.7373769180256,27.0813156888289,26.7688811248485,26.5294870322363,26.2800488773522,26.8055047753178,27.0289686766416,27.3660300017655,28.4282226519177,27.4686316242138,28.176598292976,27.8895992101885,27.9142199623256,28.1645170690348,30.2237751500873,30.4154850899313,27.3269741738905,28.7744845645942,28.6025788106026
"PRKAA1",27.2126176460577,27.5727533014123,27.7796280914925,26.7316919221507,29.0161112429661,27.6967717759773,NA,27.1304555602811,27.013717610678,NA,26.5347052791866,24.7458113491041,25.6013607128687,27.4153843465884,NA,NA,25.6150404621794,28.8222584470094,28.2518727186498,28.4053554809385,28.6076314195373,28.5528512346512,28.0726538878865,28.401535922762,26.837015748063,29.4132872885201,27.5067296027496,NA,26.9609110180122,24.9733810162747,26.348577156113,27.7451573883773,25.4584198808975,26.1342997158497,25.811886762937,25.145460161587,25.7620267328653,26.4062317396651,26.1519759199303,26.4026421967118,25.7955070197481,27.165763292278,26.6668199451106,27.2129886380343,27.388292595598,28.6881248918483,29.1223315628485,26.475574749887,26.1746663688693,27.6905246069269
"PRKAB1",26.0396329630319,25.3457041023086,NA,24.2000778206015,NA,NA,24.9678520973126,NA,NA,NA,NA,NA,NA,25.96263287477,NA,24.9627431801459,NA,NA,NA,27.4535615257258,26.1997783664899,27.4512834410084,27.9670275273569,28.0684571772272,24.7802165454589,25.25609118092,25.8527906508645,24.8455111074492,24.9037097695251,NA,NA,25.4664083496129,23.680137141716,23.8445057950511,23.7614181291689,24.2877123795495,24.129826969218,NA,24.3036152173532,24.2273650489718,NA,NA,25.0306954213611,24.5475144795218,24.4772898804546,27.5729700904694,27.8596427422773,24.0697277145536,25.6724151983316,26.2428718617603
"PRKACA.KIN27",29.0241671636159,26.4997831282037,28.5711986924644,26.1832497954216,29.7867640925522,30.2392247746307,NA,27.0417647470784,30.2528202423624,26.9598061818111,26.9347210179911,24.0041031690471,NA,NA,28.4218980165988,29.1034959236776,NA,30.9399971913948,NA,29.1771688100535,29.5091106935688,29.852650776539,29.9352270196474,30.1252171265328,NA,27.5351207378513,28.9766729318391,28.6381681883362,27.990480291953,28.3829857657281,29.6650246000834,28.9006384545166,27.5388988830738,27.590422693843,26.9962574509005,27.2858620360058,27.4713477610227,28.0912381164609,27.6932527629264,28.6250555268235,25.3350408180501,NA,NA,NA,NA,30.6273188514332,30.6718552990959,NA,NA,29.0493155514046
"PRKACB",23.8024264336879,27.5620177264048,25.8218206844812,27.7347956057591,26.7901712817813,24.9454774148148,28.0898752976382,28.4199711043539,26.0853941678317,29.8727922823166,30.0904306755326,27.6609174012634,NA,27.7399536199803,24.969433951748,24.7004939048879,22.9607740642678,27.2503373120069,26.7381504119451,26.9620150087616,26.8368953981117,27.1829089521128,26.9449191611063,26.5723774565266,24.4284143594511,24.1900874940355,25.5463078558949,24.6120617183655,23.033655555851,25.4017800267147,26.3864682610907,25.3237829387766,23.5756555718409,22.1066140554351,NA,21.6532911957613,22.86395105991,23.2722732493907,23.2384140696385,24.1256556214405,28.0737777607134,27.8026113195304,28.0797909097112,24.0673496677944,28.7121083367961,26.4231170645473,27.102094568501,NA,NA,NA
"PRKAG1",26.2678876670199,25.2411449647428,26.8699719929944,26.3909510043376,27.5815432204823,27.6918560592302,25.8945108326787,26.0498452266121,27.3920654216186,26.9693900347591,27.3678636891635,NA,24.67734371881,28.3078242186375,26.0899459939723,26.0054744707992,24.7231222027128,27.9589769990532,28.5413752326574,27.9097641990058,27.5157042891506,27.71168178061,28.3495898106053,28.2016302420519,27.0142498722745,26.8825034976387,27.1221834295337,25.8633225303612,26.1240586619357,24.0424328934564,26.0925492449045,27.0250653642161,25.4919166902905,26.536099560158,25.5046400786005,25.4924974669449,26.181032873154,25.962765240209,25.4153843465884,26.7058285207569,25.5799764874789,26.9160439942283,26.198654859665,24.8989216529188,27.000669201247,29.0818997604762,28.262754247559,23.788653820546,26.9351708060044,27.5202082577628
"PRKAR1A",28.8219544593472,28.1983082685106,28.7875271307856,27.4988402001751,30.5482093015807,30.725253154908,28.9339616825914,29.6656515309756,29.8308650639643,29.7864057925278,30.2996384458563,26.6984287131537,28.8675586222414,30.7831614664638,29.4878446941142,30.114955830573,27.4420558397929,31.0350530954659,31.2684098223365,29.2043149781267,29.3275096437625,29.8752701704716,30.3566795455323,30.0130520074178,28.1840447834594,29.2459932047185,28.1264238978628,28.2968411690887,27.4720453704583,28.6092882109652,29.8920629036114,29.4404329437667,27.7982911309469,27.1181285513424,26.5180781318138,26.7924072483677,27.7689442058935,28.0909858397119,28.4932383818922,27.9203100539956,28.0999398334916,28.2522337534467,28.361268214106,28.1083899750325,29.1756945126079,29.8834506403691,30.336071530551,28.8841059905027,30.7139116033737,29.2557716227103
"PRKAR2A",28.5974729242791,28.2652606365461,28.9584239456688,27.5310351481554,28.9964460332054,29.597028851411,27.2108541301707,28.4666494995479,29.3817488164889,29.663396696999,29.44665730079,26.9468163430231,28.0212044238498,30.0550433675683,28.415908135167,28.6609513930179,27.9835387695123,29.820083525629,30.3540538849945,29.5190835831424,29.4778842921414,29.7581011678157,29.9373334516771,29.9733645925559,28.8669693823048,29.6065905458009,28.9165281153073,28.4053554809385,28.2002743035883,27.5412644421869,28.8050434425999,28.5746310585387,28.1411681466359,28.1142608668404,27.2753316914738,27.8442783057812,27.8674997090764,28.2383138385051,28.4836228055896,29.5641639718973,28.7654074128825,28.5167564735363,29.0802739308133,28.9697193795936,29.5952689792272,31.077882666797,31.1114776593391,27.5980411381662,29.8260528981907,29.4559535676295
"PRKCA",NA,NA,NA,NA,29.5578799313188,29.6322683652908,26.3557852570887,27.8613595670428,28.7235779379672,28.7416260117616,28.3853330514823,NA,NA,29.7629074855566,28.7208413644921,28.2164157987428,NA,30.2954842858629,29.3653834881805,NA,24.26133800389,NA,NA,NA,NA,NA,NA,NA,NA,26.8436195819273,28.1137145889574,NA,NA,NA,NA,21.6437241010522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0268600895359,NA,NA
"PRKCDBP",NA,NA,NA,NA,26.7133216914885,27.367447146634,24.5099035180058,27.0363245562864,27.6014457298133,27.805689267107,27.9852772837995,25.3716237858481,25.7944166596392,27.9334270957791,27.2348013545748,26.9622357055711,NA,28.8419414718534,28.9900474239182,NA,NA,NA,NA,25.9223419472326,NA,NA,NA,NA,NA,26.1307108471885,27.7078041841518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9081155091727,25.7529216374228,28.5999572094828,28.5176952758658,NA
"PRKCI",27.522380145742,27.594058933238,28.4556792723808,27.5793147865323,NA,27.917467416252,NA,NA,27.5572043626891,27.237447916103,28.0716314250224,22.6652699827829,NA,27.414658786775,NA,27.3959917925834,26.0643304664788,28.6508204732081,28.5103186331802,29.0203038155145,29.0117731877008,29.3250662863527,29.4380348431102,29.1179304605772,27.5277583254686,27.8440388046325,28.2066221906797,27.7006790981304,27.1993852386176,NA,27.9582026649381,28.2557491159429,26.2474064748655,26.4729595031687,25.9602261192441,25.8541945947874,26.3006162127801,25.7456575026586,26.5764342923321,27.9256956833273,26.3278993408585,27.3340690593726,27.6817060684533,27.5974018818051,27.4580286839969,28.5103563650011,29.7022324622409,NA,28.1227265106773,28.3885389504452
"PRKCSH",31.5622452341783,31.695569305441,32.4228204174514,31.5516967340393,32.9689439270874,32.8140205712063,31.0914399061026,31.8795707003018,31.8702292790934,32.2911808804393,32.7691570840598,30.3985626783974,30.8001596571295,32.9938002615924,31.0958470076253,32.2424085291656,30.5778572551386,33.6079664563689,32.9142591747618,32.7672439959393,32.2004321723138,32.4223943816522,33.2647239196348,33.3319143658589,32.2459535497738,31.8978937632125,32.3627004912785,31.5661981370073,31.2453585947679,31.1119750546348,32.266568048112,32.0681752531814,30.8159680694728,30.9834572252296,30.6364232467828,30.8323599205701,30.9352270196474,31.2481895187971,31.2151778658178,31.9789651768442,31.0380006471411,31.9037586046703,31.5756501625898,31.6690271878946,32.4989067576486,33.2918669959422,33.705222932286,31.7555328278109,32.4147797387535,32.4109951882869
"PRKDC",33.7213059703913,33.6160980517427,34.1605375327269,33.4045132031038,34.6772428933263,34.8890334161294,33.1284319186357,34.1879984226811,34.2812644649826,34.2757951152341,34.7629253009932,31.8114198106393,32.9429006679611,35.2133899555144,33.6938467834121,34.0487246302402,32.6376112457307,35.4485919952528,35.2222714395213,34.8782464355283,34.6794992775409,34.9133588024463,35.1274789953643,35.2452310724821,34.1979159111601,33.9610283571491,34.1243237119645,33.4235468941632,33.0697603597889,33.2201463063169,34.2784285299125,33.9571407367938,32.6508076365677,32.5822613364956,32.351239126033,32.3481286184363,32.8965230657508,32.8995152751369,33.1262638740102,33.5447824982081,33.0218298833159,33.4019732463898,33.4054011325543,33.5310165508529,34.5200489821539,35.3255287519854,35.6335247475923,34.019859926672,35.175337601286,34.4178379636722
"PRKRA",26.0739207362887,25.9810250879948,25.1442935303143,NA,26.5292934008882,25.942236532226,NA,25.8151405129988,24.4026259341215,24.348408311237,NA,NA,NA,26.7223406071862,25.6411624920779,24.8128416307534,NA,24.1756183789347,25.0424328934564,24.7153395020956,26.6607134339159,27.471502814496,26.1096059169286,26.7904198937138,25.5727388476501,26.0431424600981,NA,25.8041018661743,24.6035412300742,24.1202859785269,25.9052716748326,25.0725107867013,23.9818090430551,24.3005463942575,23.7608092686235,NA,NA,24.2219192440447,NA,NA,NA,24.4860960284172,25.0721836449672,NA,25.8567847335841,26.7184262653414,27.4445065127988,23.4124799153719,27.6439579999116,26.4737801796621
"PRMT1",31.181215376821,30.7253344266338,31.2940055815063,30.4534634065677,32.408972694645,32.5609934972109,30.6458999591394,31.6560824224441,31.9894926218734,32.0089517819139,32.3537910559251,28.7963118705589,30.8405615625747,33.0282343156023,31.0216809889885,31.718573244987,29.698759872352,33.248981183089,33.2955663916825,32.3535807581891,32.0148151851399,31.7928105954789,31.8331143103807,32.1075234896264,31.652838683337,31.2379720891157,31.4912802421667,31.1114776593391,30.3903852721146,30.2897801922,31.697393350447,30.8136001776763,30.0876516456129,30.0512878646904,29.8448619233147,29.8432901071779,30.1691370675555,30.1572580293396,30.394786388419,30.8213767062643,30.1741472587755,30.7813645915698,30.449237957458,30.5218749119631,31.4640706075758,32.1790511040851,32.5815656670191,30.8580128293581,32.6054738591811,31.7673821388073
"PRMT3",28.2068084710688,28.834636975633,28.6631591409186,27.6732377885188,26.434726459192,27.3736826917434,NA,NA,26.547014294629,27.7344080102593,27.7373769180256,NA,NA,28.087601068213,26.3856950993808,26.6447144718144,26.4541422544935,29.0689183886819,27.9698291444995,29.474677743808,29.3794989750639,29.0115066241878,29.487461396192,29.7214771032765,28.803165834938,28.5021073977141,28.2601986220805,27.8802862105873,27.7429753758889,25.5329382438952,27.9050076478583,28.0972795618091,26.8342451559753,26.5070019263982,26.0408037442208,25.7203064749067,26.9943163151064,26.921048223274,27.3677803902784,27.9346647846282,27.1601948876562,27.910336220361,28.3958284069613,28.1966209605156,28.6602373979321,29.2701266928498,29.5524848266031,25.9984972931742,27.590422693843,28.8014708125321
"PRMT5",30.2785254587031,30.2711959169046,30.6289705768269,29.8045973473685,30.3395797992081,30.9198982185553,28.559613051941,29.8223192368563,30.0582730421674,30.2386555069593,30.4912324494435,27.5528878703384,28.4416601797951,30.9824375326149,29.4225998969798,29.5189335602606,28.4710763773393,31.5064931690086,31.0423128587071,31.5680572511419,31.4102370853947,31.7280949447472,31.7691176645469,31.6816055473908,30.7011585059093,30.3572041046919,30.4075046117706,30.0231361856136,29.3544112557052,28.2186344766747,29.7940974494935,29.999675045183,28.7081660958163,28.7895495644517,28.4272637319482,28.72806249875,29.3139332116767,29.311445078402,29.3631497450959,29.7611644685017,29.2114808893034,30.2169707881864,30.0458314699182,30.0423128587071,30.8369555743423,32.0077829181726,32.2461801347778,29.5579346932914,30.8211485821303,30.6476163296243
"PRMT7",26.4844681722645,26.2034797435522,26.213860093839,25.8693366673747,26.0501151822877,26.6473246906645,NA,24.9050420888997,26.8082082932214,26.5084534516729,27.6288141786435,NA,24.2694223542018,26.6267272477995,NA,NA,24.6181811461398,27.4116720901417,25.8290752395491,28.2636051176858,28.3475637903203,28.1933814271948,27.7122067549314,27.9006960298949,26.6124554900439,24.9578374775147,26.3231300967107,26.9989491473432,25.5261171188745,NA,NA,26.0520449317942,26.1595406303605,25.9343160888475,26.124886935671,25.5892943105962,25.8578052537375,26.0344576141841,25.9838975096109,26.3144778646905,25.4107344458379,25.9960203410239,25.9550013639765,25.895019573001,26.0086619920005,27.8161664903142,28.8232004019133,NA,25.7804919095479,26.6144227378964
"PROCR",26.669255330734,27.8811035023412,26.7231222027128,27.7559545719096,25.945812263381,NA,24.3860077040107,NA,26.7210370062654,25.9100159163447,27.3673638236942,23.2523997991189,24.7949619427027,NA,NA,NA,25.5018493303846,26.5883509335432,27.6121039133293,27.9744864500946,28.1768360358437,28.6283970339129,28.4186448576876,28.4151425338593,27.3084319433516,26.4401873712367,26.9404453377184,24.3633252295186,25.8186307386219,25.5656390274577,27.0076359082701,26.8569746524655,24.5716688672146,25.3256367733218,24.4305852663175,24.5860613952076,25.7754017061585,25.1861248212337,NA,26.0625406113668,25.4426886701752,25.5649707162315,26.5758575027029,26.5654647152433,27.929030350437,28.4289414238536,28.6399972461508,26.4194889738913,26.730007968152,27.0145691350002
"PROSC",27.5924914832887,25.1529430163486,27.9766729318391,26.6219856648566,26.6339490709397,27.5017278709603,NA,NA,27.3156183761193,26.134143011886,25.4856355007404,NA,24.8415816227455,27.3405351209785,25.5114727802223,26.5123472048399,25.9808726028064,27.5103563650011,28.2373567361352,27.9048928384487,27.3642774869667,28.0311793812851,28.1696866520187,28.8389099367035,27.9560433972763,26.7749243627593,28.0845124890246,26.2789153235996,26.5863477862837,24.4974094230847,26.1921023921209,28.0300218156334,25.6118085226633,26.7587524651437,25.7271537144422,26.4092620850285,26.2378125783586,25.2000029629006,26.3508040584845,27.8547771872274,26.0847861711488,25.5772125927217,27.1264238978628,27.0840562367458,28.1173360250348,27.3884568368369,29.523745262962,NA,25.7846410353597,28.1100342424694
"PRPF19",31.540146829268,31.5614715613251,32.3506860514467,31.2645002286442,32.2036734303851,32.4406507553833,30.7350539449201,30.8765733850442,31.5020884237474,31.7992334177049,31.9236571783382,29.937193118518,30.1373618187213,32.7241352041606,30.5591936452916,31.5137576048484,30.2166239448043,33.1055267227452,32.9854774858562,33.2207229230475,32.9315509581932,33.1831101540811,32.9943905037023,33.077580296745,32.0401910319474,31.5232311581102,31.876719740108,31.1834651479414,31.1373618187213,29.9590599387779,31.339685977316,31.9272297396903,31.0325593534169,30.7611327577821,30.0133182855731,30.5384364066983,31.0589181103833,31.1891921272434,31.1832876619301,31.768131826512,31.1870693024726,31.0525839702855,31.9286068794568,31.7189406286027,32.613970683952,33.6476377713388,33.7342868653074,31.1950725260298,31.3849935490412,32.5639049549168
"PRPF3",28.9266007618017,27.9141629241521,28.592562767971,28.2754205027663,28.7752070193702,29.1435785025061,25.9349684187517,26.8488809704192,28.0300218156334,28.184139395719,29.0299428568703,25.2209235316266,27.1399492629344,29.4591628628966,27.5991768949979,28.5711986924644,27.7522581298834,29.9957724117518,29.7315139045564,30.0755894385911,29.8956061360092,30.2730873925694,30.4711151495626,30.7109596288601,29.2672715485116,29.41846391137,29.3791684276041,28.5176201941566,27.9585898839464,26.8295350009736,28.1253895842511,28.9962305085588,27.4031625028327,27.4826230968248,27.8661440418699,27.269458025184,28.0157923213582,28.1753138040582,28.1544600510543,28.3688212808164,27.6787545362108,29.0691745535721,30.4094280029811,28.5538400718063,29.8856339841021,31.203089957498,30.9103505179893,26.2316007494253,27.7821929945672,29.6764528498244
"PRPF31",26.444696068815,27.3085187402737,27.9449191611063,27.4582634148661,29.4616432142639,29.8057968764231,27.2067619032264,27.6263791323041,30.0709920175568,28.4683985743722,29.5175638803104,26.9596956516413,27.5867056951994,30.6489022687779,27.3398558460364,28.8980451814606,26.6445769609683,30.5803755190499,29.9634764964516,28.2812699930687,28.060903110172,28.0172269137278,28.2040583932636,28.1551359221205,27.3099067813101,28.0899762913407,27.7062238699371,27.1606757699782,27.2752428747138,27.589780052076,28.1378503710595,27.0206217414806,26.6205881107021,26.6982962281873,25.9695217817152,26.581615048171,26.608371923198,26.9881520976905,26.5044430833055,27.7659764111312,26.4241268108746,27.8310463412205,26.1875790653614,27.7587524651437,27.8309859179993,29.4481550377954,29.2119681804507,28.1961988249934,29.2144021703959,28.7840044448598
"PRPF38A",27.4793885259019,26.0638575022734,26.5957669386161,25.7783627287975,28.3383688161334,28.5725726189768,26.2461744705864,26.7628124661794,28.1072927547045,28.3286441830286,28.3606404914137,24.1272311321801,24.2877828219235,29.190275921521,28.0389425932276,27.7626857639406,26.0766141976794,28.7203847638198,29.3034976413119,28.7867485161405,28.3521183414405,27.7739817738975,28.4420558397929,29.0377127075698,27.759895495739,28.136433113237,26.9664225430563,27.0361149079476,27.2294019377352,26.3095945884916,26.4456750449989,27.6272840579341,26.2275670312356,27.002601813781,26.7035861600134,26.1481980373424,26.3620043939937,26.7006790981304,26.402821073107,27.524474043121,26.6749219602691,27.0587891198122,27.8362934977146,27.7162688417446,28.4737492192123,28.8703248308165,29.8729243481995,28.2249942351174,27.6608494153516,28.6123148696392
"PRPF38B",24.1158488637436,25.6963605608966,25.9110680768994,25.7070405817542,26.9091919507571,27.4868479076202,24.2870782433585,20.9384051467208,26.647187428399,25.7849405101916,27.5155539144328,NA,25.3754403977219,25.6308980949973,NA,27.0916416675239,24.8826900610737,27.9388762161706,27.6038524636716,26.4615300312539,26.6877912821715,26.7285815471603,27.0207277012354,27.1332024304938,26.864314820321,24.8538139992262,25.2115969259348,25.1654566294985,24.1394614209655,24.6483400257424,27.3555668489374,26.1621558812041,21.8517093970091,25.315998346323,NA,24.0036743698046,25.223687704401,25.2527751362941,24.4418975888147,25.5565467488932,22.428746592175,26.6853870124977,25.0732465844883,25.7247881926243,25.9960850112187,27.9471508810051,27.6499301954625,26.426048184293,27.0763287658002,26.4389985262264
"PRPF4",29.6036225817002,29.6442847068941,29.4957561749237,29.3319357152391,29.0755384365392,29.44665730079,25.8680416194711,28.0095058263733,27.7840668681141,27.7057626186926,29.1733849238231,23.3887688436878,26.2865672086432,29.433166943559,26.9941004720418,27.93077937966,28.1503497371082,29.9385958362181,29.5952334041217,30.6619537896456,30.4851978632405,31.0195617156865,31.0739947716432,31.3894624066389,29.9641653638862,29.2952215158347,30.2679635474769,29.3057821256007,28.8113968418725,26.754553587871,28.4433607484416,30.0942116553526,28.6796272084813,28.7923762169955,28.6408936726939,28.6431323052026,28.8588428333084,28.5690266673018,29.0878033671744,29.7564318693172,28.8091594634356,29.3808823205639,29.0749007587144,29.5250157180199,30.059305012913,31.5305980481548,31.5524298573687,26.6569007406969,27.0975809709904,29.762083776301
"PRPF40A",29.0970534635914,28.6432011311474,29.8025805068687,28.6609853839715,29.4600031444788,29.6252297548342,26.7250743409939,28.3314232428966,28.4712314599807,29.1920412333659,29.506426960617,27.4142555402618,28.3067818088806,30.0853739054032,28.0044246848619,28.3302267656897,28.4155858262397,30.5647454546534,29.2045715173641,30.0738032931054,29.5559802300497,30.4438152121534,30.8646690442555,30.1910764638912,29.9677421818777,29.7213630169419,29.0885364632063,29.1080409499816,28.4629890210714,26.8542421621736,28.381625063215,29.3392612179899,28.5223427270847,28.0161643897138,27.6793587501551,27.8104777912134,28.1212448984963,28.2956156529315,28.2102503268835,29.464508857697,29.0638112257088,29.390282760654,28.7922831188739,29.2140315417807,30.0322309083294,30.9057680295161,31.2135565346761,27.7590065502167,30.001018336752,29.8319372899068
"PRPF4B",27.3005987584662,28.3712748090409,28.6639056140626,27.873907125515,28.4229406871393,28.9353113360052,26.6528044998959,28.3937027083413,28.7604666716122,28.627249263596,29.0136111347903,24.8225502149168,25.4780617961922,29.1517775850682,26.9280703043798,28.4231010311285,26.3852672148291,30.0203568080411,29.5970466169504,29.6160892855302,29.8463573006275,29.2568740244139,29.8822119439646,29.6039585506898,28.4047872510656,27.9824511332582,28.8282945194586,27.4301385818684,26.7014725143048,26.9185482785008,28.3537595132188,28.2516470260127,26.6152650236307,26.5932041716601,26.4926808215363,26.5495134867448,26.1135258266984,25.7523091797601,26.8367750381199,28.1931934049033,27.4149006805927,28.1535422907228,27.9258654287976,27.8624832765212,28.205177701556,30.0272293148194,29.7448367110903,27.352202549527,27.9095925483632,28.2322871913857
"PRPF6",30.467524302025,29.9840007667414,30.5598318244095,29.8138753581997,30.8930906137157,31.0021591520169,28.1836189514911,27.950436379189,30.1951898898729,30.5725364797741,30.3938663348631,27.43364452537,27.9889105270037,31.2548485572115,29.1425077303672,29.8814828019001,28.4248636398278,31.6048776448859,31.014515929452,31.2670705833998,31.2483591977201,31.3263527797493,31.5234181265265,31.5767316094026,30.9343132764422,30.1406563409044,30.018633553779,30.5067296027496,29.8922221742367,28.8647575866514,30.0702243543385,30.4142757052645,29.4233415137029,29.2642765029648,29.0903044720561,28.8328276887196,29.5395645887109,29.5901906617808,29.7803792669549,30.6719396351694,29.5491462299037,29.8061503933879,30.0877780813555,30.6541199780489,30.464216705742,32.0833779285039,32.2191655286535,29.528186969613,30.1457662460371,30.402024089372
"PRPF8",32.1987356409077,32.0315409301598,32.6335680516112,31.70037318578,33.0550433675683,33.2481329547211,31.1836426121204,31.7676583848667,32.5171649276243,32.4069220270543,32.949003374204,30.2602434966521,30.9091347134462,33.3429471453274,31.8820880158091,32.2951558158488,31.2234874798423,33.8041472667193,33.4162656124028,33.4970277062288,33.3827796811565,33.5952378510579,33.7105696807711,33.7566267203637,32.634195813862,32.4907066249666,32.4235719385607,32.1965095756379,31.7506299678826,31.4276733486643,32.4986928119843,32.7131536863398,31.3239396627951,31.2952653141632,31.0580149340996,31.1242928946955,31.4531199369534,31.6282318807972,31.7130922161529,32.2764469864693,31.7234640176494,32.047490058,32.009852830187,32.3847105692978,32.7340445448811,34.0730371247173,34.4580066760197,31.5874123045624,32.9286421734531,32.8435971201299
